"","scenario","set_name","vaccine","gavi_support","activity_type","country_code","country","year","age_first","age_last","age_range_verbatim","target","coverage","gender"
"140","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MLI","Mali",2028,1,100,"default age and gender",24599833,0.0467185642295474,"both"
"141","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MLI","Mali",2031,1,100,"default age and gender",26760399,0.0467185642295474,"both"
"142","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MLI","Mali",2034,1,100,"default age and gender",29038286,0.0467185642295474,"both"
"143","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MLI","Mali",2037,1,100,"default age and gender",31415443,0.0467185642295474,"both"
"144","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MLI","Mali",2040,1,100,"default age and gender",33874459,0.0467185642295474,"both"
"145","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MOZ","Mozambique",2025,1,100,"default age and gender",34784100,0.057149906499413,"both"
"146","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MOZ","Mozambique",2028,1,100,"default age and gender",37793222,0.057149906499413,"both"
"147","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MOZ","Mozambique",2031,1,100,"default age and gender",40960216,0.057149906499413,"both"
"148","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MOZ","Mozambique",2034,1,100,"default age and gender",44267115,0.057149906499413,"both"
"149","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MOZ","Mozambique",2037,1,100,"default age and gender",47703825,0.057149906499413,"both"
"150","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MOZ","Mozambique",2040,1,100,"default age and gender",51256031,0.057149906499413,"both"
"151","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MRT","Mauritania",2025,1,100,"default age and gender",5135521,0.00937098517946,"both"
"152","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MRT","Mauritania",2028,1,100,"default age and gender",5529990,0.00937098517946,"both"
"153","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MRT","Mauritania",2031,1,100,"default age and gender",5937867,0.00937098517946,"both"
"154","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MRT","Mauritania",2034,1,100,"default age and gender",6359103,0.00937098517946,"both"
"155","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MRT","Mauritania",2037,1,100,"default age and gender",6793557,0.00937098517946,"both"
"156","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MRT","Mauritania",2040,1,100,"default age and gender",7240917,0.00937098517946,"both"
"157","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MWI","Malawi",2025,1,100,"default age and gender",21166264,0.0504866499500062,"both"
"158","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MWI","Malawi",2028,1,100,"default age and gender",22911218,0.0504866499500062,"both"
"159","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MWI","Malawi",2031,1,100,"default age and gender",24736870,0.0504866499500062,"both"
"160","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MWI","Malawi",2034,1,100,"default age and gender",26615997,0.0504866499500062,"both"
"161","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MWI","Malawi",2037,1,100,"default age and gender",28543821,0.0504866499500062,"both"
"162","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","MWI","Malawi",2040,1,100,"default age and gender",30512395,0.0504866499500062,"both"
"163","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NAM","Namibia",2025,1,100,"default age and gender",2705741,0.207286984737161,"both"
"164","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NAM","Namibia",2028,1,100,"default age and gender",2846717,0.207286984737161,"both"
"165","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NAM","Namibia",2031,1,100,"default age and gender",2988928,0.207286984737161,"both"
"166","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NAM","Namibia",2034,1,100,"default age and gender",3132435,0.207286984737161,"both"
"167","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NAM","Namibia",2037,1,100,"default age and gender",3277511,0.207286984737161,"both"
"168","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NAM","Namibia",2040,1,100,"default age and gender",3423643,0.207286984737161,"both"
"169","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NER","Niger",2025,1,100,"default age and gender",27926438,0.081081963553834,"both"
"170","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NER","Niger",2028,1,100,"default age and gender",31154417,0.081081963553834,"both"
"171","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NER","Niger",2031,1,100,"default age and gender",34678266,0.081081963553834,"both"
"172","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NER","Niger",2034,1,100,"default age and gender",38500598,0.081081963553834,"both"
"173","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NER","Niger",2037,1,100,"default age and gender",42617103,0.081081963553834,"both"
"174","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NER","Niger",2040,1,100,"default age and gender",47017269,0.081081963553834,"both"
"175","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NGA","Nigeria",2025,1,100,"default age and gender",225604000,0.0626796501137687,"both"
"176","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NGA","Nigeria",2028,1,100,"default age and gender",242716779,0.0626796501137687,"both"
"177","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NGA","Nigeria",2031,1,100,"default age and gender",260715661,0.0626796501137687,"both"
"178","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NGA","Nigeria",2034,1,100,"default age and gender",279567693,0.0626796501137687,"both"
"179","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NGA","Nigeria",2037,1,100,"default age and gender",299214999,0.0626796501137687,"both"
"180","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NGA","Nigeria",2040,1,100,"default age and gender",319566599,0.0626796501137687,"both"
"181","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NPL","Nepal",2025,1,100,"default age and gender",31203397,0.085,"both"
"182","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NPL","Nepal",2028,1,100,"default age and gender",32350937,0.085,"both"
"183","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NPL","Nepal",2031,1,100,"default age and gender",33159414,0.085,"both"
"184","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NPL","Nepal",2034,1,100,"default age and gender",33708297,0.085,"both"
"185","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NPL","Nepal",2037,1,100,"default age and gender",34144389,0.085,"both"
"186","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","NPL","Nepal",2040,1,100,"default age and gender",34495775,0.085,"both"
"187","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","PAK","Pakistan",2025,1,100,"default age and gender",236641759,0.11708128447477,"both"
"188","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","PAK","Pakistan",2028,1,100,"default age and gender",249096634,0.11708128447477,"both"
"189","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","PAK","Pakistan",2031,1,100,"default age and gender",261264912,0.11708128447477,"both"
"190","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","PAK","Pakistan",2034,1,100,"default age and gender",273228743,0.11708128447477,"both"
"191","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","PAK","Pakistan",2037,1,100,"default age and gender",284892795,0.11708128447477,"both"
"192","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","PAK","Pakistan",2040,1,100,"default age and gender",296298046,0.11708128447477,"both"
"193","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","PHL","Philippines",2025,1,100,"default age and gender",114509598,0.085,"both"
"194","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","PHL","Philippines",2028,1,100,"default age and gender",118758226,0.085,"both"
"195","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","PHL","Philippines",2031,1,100,"default age and gender",122868018,0.085,"both"
"196","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","PHL","Philippines",2034,1,100,"default age and gender",126658323,0.085,"both"
"197","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","PHL","Philippines",2037,1,100,"default age and gender",130216229,0.085,"both"
"198","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","PHL","Philippines",2040,1,100,"default age and gender",133518440,0.085,"both"
"199","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","RWA","Rwanda",2025,1,100,"default age and gender",14192045,0,"both"
"200","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","RWA","Rwanda",2028,1,100,"default age and gender",15166447,0,"both"
"201","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","RWA","Rwanda",2031,1,100,"default age and gender",16150398,0,"both"
"202","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","RWA","Rwanda",2034,1,100,"default age and gender",17157067,0,"both"
"203","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","RWA","Rwanda",2037,1,100,"default age and gender",18171849,0,"both"
"204","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","RWA","Rwanda",2040,1,100,"default age and gender",19193062,0,"both"
"205","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SEN","Senegal",2025,1,100,"default age and gender",18480434,0,"both"
"206","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SEN","Senegal",2028,1,100,"default age and gender",19928094,0,"both"
"207","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SEN","Senegal",2031,1,100,"default age and gender",21441107,0,"both"
"208","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SEN","Senegal",2034,1,100,"default age and gender",23017307,0,"both"
"209","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SEN","Senegal",2037,1,100,"default age and gender",24662020,0,"both"
"210","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SEN","Senegal",2040,1,100,"default age and gender",26370669,0,"both"
"211","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SLE","Sierra Leone",2025,1,100,"default age and gender",8561081,0.556399137708968,"both"
"212","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SLE","Sierra Leone",2028,1,100,"default age and gender",9061822,0.556399137708968,"both"
"213","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SLE","Sierra Leone",2031,1,100,"default age and gender",9565895,0.556399137708968,"both"
"214","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SLE","Sierra Leone",2034,1,100,"default age and gender",10072882,0.556399137708968,"both"
"215","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SLE","Sierra Leone",2037,1,100,"default age and gender",10578900,0.556399137708968,"both"
"216","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SLE","Sierra Leone",2040,1,100,"default age and gender",11080960,0.556399137708968,"both"
"217","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SOM","Somalia",2025,1,100,"default age and gender",17688758,0.386659667415144,"both"
"218","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SOM","Somalia",2028,1,100,"default age and gender",19295776,0.386659667415144,"both"
"219","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SOM","Somalia",2031,1,100,"default age and gender",21012422,0.386659667415144,"both"
"220","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SOM","Somalia",2034,1,100,"default age and gender",22830281,0.386659667415144,"both"
"221","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SOM","Somalia",2037,1,100,"default age and gender",24731936,0.386659667415144,"both"
"222","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SOM","Somalia",2040,1,100,"default age and gender",26711513,0.386659667415144,"both"
"223","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SSD","South Sudan",2025,1,100,"default age and gender",12075530,0.118213487910974,"both"
"224","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SSD","South Sudan",2028,1,100,"default age and gender",12886377,0.118213487910974,"both"
"225","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SSD","South Sudan",2031,1,100,"default age and gender",13728477,0.118213487910974,"both"
"226","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SSD","South Sudan",2034,1,100,"default age and gender",14610895,0.118213487910974,"both"
"227","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SSD","South Sudan",2037,1,100,"default age and gender",15511404,0.118213487910974,"both"
"228","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","SSD","South Sudan",2040,1,100,"default age and gender",16423152,0.118213487910974,"both"
"229","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","TCD","Chad",2025,1,100,"default age and gender",18278460,0.302398091651371,"both"
"230","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","TCD","Chad",2028,1,100,"default age and gender",19862741,0.302398091651371,"both"
"231","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","TCD","Chad",2031,1,100,"default age and gender",21515136,0.302398091651371,"both"
"232","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","TCD","Chad",2034,1,100,"default age and gender",23230957,0.302398091651371,"both"
"233","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","TCD","Chad",2037,1,100,"default age and gender",25002297,0.302398091651371,"both"
"234","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","TCD","Chad",2040,1,100,"default age and gender",26821511,0.302398091651371,"both"
"235","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","TGO","Togo",2025,1,100,"default age and gender",9033688,0.0686194173027018,"both"
"236","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","TGO","Togo",2028,1,100,"default age and gender",9679198,0.0686194173027018,"both"
"237","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","TGO","Togo",2031,1,100,"default age and gender",10354045,0.0686194173027018,"both"
"238","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","TGO","Togo",2034,1,100,"default age and gender",11055286,0.0686194173027018,"both"
"239","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","TGO","Togo",2037,1,100,"default age and gender",11778033,0.0686194173027018,"both"
"240","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","TGO","Togo",2040,1,100,"default age and gender",12517891,0.0686194173027018,"both"
"241","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","THA","Thailand",2025,1,100,"default age and gender",69690801,0.085,"both"
"242","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","THA","Thailand",2028,1,100,"default age and gender",69778294,0.085,"both"
"243","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","THA","Thailand",2031,1,100,"default age and gender",69689022,0.085,"both"
"244","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","THA","Thailand",2034,1,100,"default age and gender",69438464,0.085,"both"
"245","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","THA","Thailand",2037,1,100,"default age and gender",69025042,0.085,"both"
"246","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","THA","Thailand",2040,1,100,"default age and gender",68451247,0.085,"both"
"247","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","TZA","Tanzania, United Republic of",2025,1,100,"default age and gender",66660372,0.1888786099552,"both"
"248","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","TZA","Tanzania, United Republic of",2028,1,100,"default age and gender",72527613,0.1888786099552,"both"
"249","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","TZA","Tanzania, United Republic of",2031,1,100,"default age and gender",78766933,0.1888786099552,"both"
"250","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","TZA","Tanzania, United Republic of",2034,1,100,"default age and gender",85377239,0.1888786099552,"both"
"251","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","TZA","Tanzania, United Republic of",2037,1,100,"default age and gender",92332598,0.1888786099552,"both"
"252","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","TZA","Tanzania, United Republic of",2040,1,100,"default age and gender",99610297,0.1888786099552,"both"
"253","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","UGA","Uganda",2025,1,100,"default age and gender",50636577,0.04726104699277,"both"
"254","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","UGA","Uganda",2028,1,100,"default age and gender",54777516,0.04726104699277,"both"
"255","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","UGA","Uganda",2031,1,100,"default age and gender",59112597,0.04726104699277,"both"
"256","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","UGA","Uganda",2034,1,100,"default age and gender",63569604,0.04726104699277,"both"
"257","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","UGA","Uganda",2037,1,100,"default age and gender",68073216,0.04726104699277,"both"
"258","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","UGA","Uganda",2040,1,100,"default age and gender",72589755,0.04726104699277,"both"
"259","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","YEM","Yemen",2025,1,100,"default age and gender",32290000,0.163342051909876,"both"
"260","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","YEM","Yemen",2028,1,100,"default age and gender",34255579,0.163342051909876,"both"
"261","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","YEM","Yemen",2031,1,100,"default age and gender",36201643,0.163342051909876,"both"
"262","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","YEM","Yemen",2034,1,100,"default age and gender",38115674,0.163342051909876,"both"
"263","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","YEM","Yemen",2037,1,100,"default age and gender",39998507,0.163342051909876,"both"
"264","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","YEM","Yemen",2040,1,100,"default age and gender",41829312,0.163342051909876,"both"
"265","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ZAF","South Africa",2025,1,100,"default age and gender",61668203,0,"both"
"266","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ZAF","South Africa",2028,1,100,"default age and gender",63605903,0,"both"
"267","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ZAF","South Africa",2031,1,100,"default age and gender",65434624,0,"both"
"268","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ZAF","South Africa",2034,1,100,"default age and gender",67151820,0,"both"
"269","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ZAF","South Africa",2037,1,100,"default age and gender",68758926,0,"both"
"270","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ZAF","South Africa",2040,1,100,"default age and gender",70260396,0,"both"
"271","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ZMB","Zambia",2025,1,100,"default age and gender",20489051,0.162789262400274,"both"
"272","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ZMB","Zambia",2028,1,100,"default age and gender",22298396,0.162789262400274,"both"
"273","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ZMB","Zambia",2031,1,100,"default age and gender",24214134,0.162789262400274,"both"
"274","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ZMB","Zambia",2034,1,100,"default age and gender",26210496,0.162789262400274,"both"
"275","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ZMB","Zambia",2037,1,100,"default age and gender",28293384,0.162789262400274,"both"
"276","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ZMB","Zambia",2040,1,100,"default age and gender",30454904,0.162789262400274,"both"
"277","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ZWE","Zimbabwe",2025,1,100,"default age and gender",15676923,0.0264614432032379,"both"
"278","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ZWE","Zimbabwe",2028,1,100,"default age and gender",16541207,0.0264614432032379,"both"
"279","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ZWE","Zimbabwe",2031,1,100,"default age and gender",17471240,0.0264614432032379,"both"
"280","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ZWE","Zimbabwe",2034,1,100,"default age and gender",18425577,0.0264614432032379,"both"
"281","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ZWE","Zimbabwe",2037,1,100,"default age and gender",19404791,0.0264614432032379,"both"
"282","cholera-campaign-default","Cholera: Cholera, with, campaign","Cholera","total","campaign","ZWE","Zimbabwe",2040,1,100,"default age and gender",20391216,0.0264614432032379,"both"
